  100    4950
   56      94      83
   56      95      97
   56      96      91
   56      97      91
   56      98      49
   56      99      93
   56     100      21
   57      58      91
   57      59      38
   57      60      50
   57      61      65
   57      62      82
   57      63      87
   57      64      21
   57      65      67
   57      66      90
   57      67      77
   57      68      95
   57      69      57
   57      70      56
   57      71      67
   57      72      16
   57      73      28
   57      74       3
   57      75     100
   57      76      67
   57      77      58
   57      78       5
   57      79      74
   57      80      33
   57      81      23
   57      82      17
   57      83      14
   57      84      59
   57      85       8
   57      86      94
   57      87      33
   57      88      52
   57      89      64
   57      90      95
   57      91      41
   57      92      30
   57      93      68
   57      94      92
   57      95      41
   57      96      35
   57      97       7
   57      98      44
   57      99      81
   57     100      16
   58      59       7
   58      60      21
   58      61      34
   58      62      29
   58      63      18
   58      64      48
   58      65      91
   58      66      81
   58      67      54
   58      68      77
   58      69      10
   58      70      97
   58      71       1
   58      72      14
   58      73      63
   58      74      76
   58      75      45
   58      76      68
   58      77       3
   58      78      64
   58      79      59
   58      80      69
   58      81      51
   58      82      20
   58      83      90
   58      84      63
   58      85      48
   58      86      10
   58      87      82
   58      88      54
   58      89      89
   58      90      95
   58      91      72
   58      92      63
   58      93      40
   58      94      79
   58      95      81
   58      96      64
   58      97      83
   58      98      99
   58      99      39
   58     100      82
   59      60     100
   59      61      76
   59      62      19
   59      63      76
   59      64      65
   59      65      92
   59      66      23
   59      67      48
   59      68      10
   59      69      52
   59      70      70
   59      71      63
   59      72      95
   59      73      59
   59      74      74
   59      75      61
   59      76      56
   59      77      54
   59      78      45
   59      79      66
   59      80      71
   59      81      70
   59      82      28
   59      83      39
   59      84      83
   59      85      81
   59      86      32
   59      87       3
   59      88      28
   59      89      22
   59      90      90
   59      91      68
   59      92      11
   59      93      52
   59      94      99
   59      95      98
   59      96      56
   59      97      20
   59      98       8
   59      99      99
   59     100       5
   60      61      17
   60      62       8
   60      63      46
   60      64     100
   60      65      58
   60      66      43
   60      67       2
   60      68      63
   60      69      19
   60      70      84
   60      71      49
   60      72      51
   60      73      42
   60      74      43
   60      75      70
   60      76      70
   60      77      53
   60      78      52
   60      79      27
   60      80      91
   60      81       2
   60      82      89
   60      83      66
   60      84      99
   60      85      98
   60      86      54
   60      87      67
   60      88      90
   60      89      88
   60      90      56
   60      91      82
   60      92      40
   60      93      99
   60      94      56
   60      95      93
   60      96       8
   60      97      22
   60      98      79
   60      99      53
   60     100      90
   61      62      34
   61      63      39
   61      64      91
   61      65      28
   61      66      73
   61      67      70
   61      68      12
   61      69      14
   61      70      53
   61      71      54
   61      72      75
   61      73      66
   61      74      86
   61      75      86
   61      76      31
   61      77      60
   61      78      29
   61      79      92
   61      80      43
   61      81      27
   61      82      17
   61      83      76
   61      84      14
   61      85       3
   61      86      70
   61      87      84
   61      88      95
   61      89      76
   61      90      18
   61      91      19
   61      92      11
   61      93      26
   61      94      16
   61      95      11
   61      96       2
   61      97      60
   61      98      90
   61      99      40
   61     100      30
   62      63      16
   62      64      59
   62      65      97
   62      66      91
   62      67      94
   62      68      42
   62      69      96
   62      70      22
   62      71      23
   62      72      62
   62      73      85
   62      74      80
   62      75      34
   62      76      87
   62      77      49
   62      78      21
   62      79      14
   62      80      74
   62      81      81
   62      82      50
   62      83       6
   62      84      24
   62      85      87
   62      86      56
   62      87      51
   62      88     100
   62      89      26
   62      90      95
   62      91      69
   62      92      86
   62      93      26
   62      94      42
   62      95      41
   62      96      52
   62      97      46
   62      98      17
   62      99      48
   62     100      51
   63      64      85
   63      65      20
   63      66      60
   63      67      14
   63      68      59
   63      69      28
   63      70     100
   63      71      29
   63      72       1
   63      73      89
   63      74      13
   63      75      89
   63      76      64
   63      77       4
   63      78      33
   63      79     100
   63      80      22
   63      81      59
   63      82      95
   63      83      10
   63      84      19
   63      85      90
   63      86      41
   63      87      84
   63      88      47
   63      89      24
   63      90      42
   63      91      83
   63      92      70
   63      93      78
   63      94      30
   63      95       4
   63      96      12
   63      97      30
   63      98      27
   63      99      40
   63     100       1
   64      65      59
   64      66      89
   64      67      66
   64      68      43
   64      69      41
   64      70      82
   64      71      29
   64      72      41
   64      73      20
   64      74      59
   64      75      80
   64      76      31
   64      77      13
   64      78      15
   64      79      12
   64      80      32
   64      81      97
   64      82      47
   64      83      82
   64      84      35
   64      85      55
   64      86      40
   64      87      32
   64      88      93
   64      89       6
   64      90      56
   64      91      61
   64      92      93
   64      93      80
   64      94      29
   64      95      32
   64      96      23
   64      97      22
   64      98      72
   64      99      62
   64     100      57
   65      66      11
   65      67      87
   65      68      66
   65      69      53
   65      70       7
   65      71      55
   65      72      70
   65      73      26
   65      74       9
   65      75       8
   65      76      89
   65      77      87
   65      78      46
   65      79      54
   65      80       6
   65      81      22
   65      82      25
   65      83      89
   65      84      57
   65      85      97
   65      86      95
   65      87      27
   65      88      59
   65      89      42
   65      90      80
   65      91      67
   65      92      53
   65      93      65
   65      94      13
   65      95      30
   65      96      97
   65      97      38
   65      98      68
   65      99      58
   65     100      62
   66      67      24
   66      68       7
   66      69      32
   66      70      32
   66      71       6
   66      72      52
   66      73      91
   66      74      45
   66      75      26
   66      76      47
   66      77      77
   66      78      72
   66      79      68
   66      80      71
   66      81      16
   66      82      32
   66      83      86
   66      84      83
   66      85      46
   66      86      10
   66      87      66
   66      88      76
   66      89      57
   66      90      72
   66      91      99
   66      92      55
   66      93      98
   66      94      15
   66      95      61
   66      96      18
   66      97      82
   66      98      65
   66      99      15
   66     100      42
   67      68      64
   67      69      48
   67      70      99
   67      71      76
   67      72      75
   67      73      28
   67      74       5
   67      75      37
   67      76     100
   67      77      23
   67      78      91
   67      79      96
   67      80      84
   67      81      58
   67      82      52
   67      83      77
   67      84      53
   67      85      37
   67      86      61
   67      87      24
   67      88      74
   67      89      30
   67      90      90
   67      91      57
   67      92      12
   67      93      27
   67      94      86
   67      95      87
   67      96      93
   67      97      84
   67      98      45
   67      99       2
   67     100      70
   68      69      10
   68      70      51
   68      71      22
   68      72      94
   68      73      65
   68      74      40
   68      75      10
   68      76       2
   68      77      20
   68      78      82
   68      79      95
   68      80      57
   68      81       8
   68      82      54
   68      83      50
   68      84       1
   68      85      57
   68      86      18
   68      87      19
   68      88      10
   68      89      15
   68      90       3
   68      91      93
   68      92      14
   68      93      42
   68      94      60
   68      95      54
   68      96      39
   68      97      94
   68      98      50
   68      99      74
   68     100       6
   69      70      40
   69      71      10
   69      72      75
   69      73      55
   69      74      87
   69      75      56
   69      76      41
   69      77      42
   69      78      13
   69      79      65
   69      80      23
   69      81       9
   69      82      73
   69      83      41
   69      84      11
   69      85      36
   69      86      31
   69      87      79
   69      88      20
   69      89      46
   69      90       1
   69      91      44
   69      92      79
   69      93      46
   69      94      18
   69      95      47
   69      96      57
   69      97      14
   69      98      98
   69      99      43
   69     100      81
   70      71      18
   70      72      95
   70      73       1
   70      74      94
   70      75      11
   70      76      79
   70      77       7
   70      78      62
   70      79      90
   70      80      81
   70      81      93
   70      82       3
   70      83      51
   70      84      87
   70      85      97
   70      86      32
   70      87      30
   70      88      42
   70      89      63
   70      90      95
   70      91       9
   70      92      29
   70      93      54
   70      94       4
   70      95      73
   70      96      27
   70      97      43
   70      98      70
   70      99     100
   70     100      84
   71      72      94
   71      73      20
   71      74      52
   71      75      35
   71      76       5
   71      77      71
   71      78      32
   71      79      16
   71      80      61
   71      81      83
   71      82      44
   71      83      89
   71      84      13
   71      85      27
   71      86      66
   71      87      91
   71      88      23
   71      89      34
   71      90      61
   71      91      28
   71      92      71
   71      93      80
   71      94      88
   71      95      83
   71      96      69
   71      97      63
   71      98      38
   71      99      61
   71     100       9
   72      73      54
   72      74      37
   72      75      80
   72      76       5
   72      77      95
   72      78      57
   72      79      12
   72      80      21
   72      81       4
   72      82       3
   72      83      44
   72      84      33
   72      85      39
   72      86      99
   72      87      45
   72      88      50
   72      89      48
   72      90      14
   72      91      56
   72      92      98
   72      93      11
   72      94      76
   72      95      28
   72      96      75
   72      97       7
   72      98      47
   72      99      40
   72     100      68
   73      74      70
   73      75       7
   73      76      63
   73      77      65
   73      78      43
   73      79      26
   73      80      29
   73      81      35
   73      82      26
   73      83      44
   73      84      55
   73      85      98
   73      86       9
   73      87      95
   73      88      85
   73      89       7
   73      90      18
   73      91      75
   73      92      18
   73      93      65
   73      94       4
   73      95      28
   73      96      29
   73      97      22
   73      98      24
   73      99      37
   73     100      78
   74      75      80
   74      76      89
   74      77      12
   74      78      48
   74      79      50
   74      80      26
   74      81      48
   74      82      78
   74      83       9
   74      84      33
   74      85      77
   74      86       7
   74      87      48
   74      88      72
   74      89      46
   74      90      46
   74      91      16
   74      92      56
   74      93      46
   74      94      87
   74      95      93
   74      96      99
   74      97      64
   74      98      83
   74      99      87
   74     100      32
   75      76       5
   75      77       4
   75      78      15
   75      79      38
   75      80      59
   75      81      61
   75      82      73
   75      83      72
   75      84      98
   75      85      69
   75      86      62
   75      87      80
   75      88      13
   75      89      63
   75      90      23
   75      91      87
   75      92      95
   75      93      64
   75      94      24
   75      95      30
   75      96      29
   75      97      56
   75      98      28
   75      99      95
   75     100      17
   76      77      22
   76      78      31
   76      79      20
   76      80      96
   76      81      87
   76      82      54
   76      83      86
   76      84      46
   76      85      63
   76      86      57
   76      87      30
   76      88      78
   76      89      23
   76      90      18
   76      91      46
   76      92      92
   76      93      92
   76      94      81
   76      95      71
   76      96      22
   76      97      73
   76      98      22
   76      99      28
   76     100      46
   77      78      75
   77      79      76
   77      80      12
   77      81      24
   77      82      82
   77      83       8
   77      84      93
   77      85      34
   77      86      81
   77      87      17
   77      88      86
   77      89      65
   77      90       5
   77      91      78
   77      92      38
   77      93      19
   77      94      66
   77      95      53
   77      96      47
   77      97      81
   77      98      70
   77      99      85
   77     100      71
   78      79      58
   78      80      48
   78      81      67
   78      82      56
   78      83      95
   78      84      81
   78      85      17
   78      86      41
   78      87      45
   78      88      96
   78      89      71
   78      90      42
   78      91       4
   78      92      74
   78      93      18
   78      94      31
   78      95      83
   78      96      50
   78      97       2
   78      98      35
   78      99       7
   78     100      74
   79      80      53
   79      81      17
   79      82      79
   79      83      73
   79      84      34
   79      85       3
   79      86      40
   79      87       3
   79      88      69
   79      89      44
   79      90      41
   79      91      53
   79      92      98
   79      93      43
   79      94       4
   79      95      73
   79      96      28
   79      97      29
   79      98      58
   79      99      21
   79     100      71
   80      81      82
   80      82      71
   80      83      33
   80      84      33
   80      85      91
   80      86       3
   80      87      69
   80      88      41
   80      89      94
   80      90      22
   80      91      34
   80      92      41
   80      93      65
   80      94      88
   80      95      69
   80      96      35
   80      97       4
   80      98      37
   80      99      81
   80     100      22
   81      82      61
   81      83      51
   81      84      24
   81      85      55
   81      86      84
   81      87      13
   81      88      82
   81      89       7
   81      90       2
   81      91      23
   81      92      59
   81      93      18
   81      94      63
   81      95      77
   81      96      75
   81      97      99
   81      98       5
   81      99      65
   81     100      87
   82      83       1
   82      84      98
   82      85      43
   82      86       5
   82      87       8
   82      88      42
   82      89      29
   82      90      99
   82      91      19
   82      92      11
   82      93      69
   82      94      58
   82      95      69
   82      96      70
   82      97      34
   82      98      44
   82      99       2
   82     100      38
   83      84      58
   83      85      41
   83      86      34
   83      87      65
   83      88      89
   83      89      74
   83      90      21
   83      91      70
   83      92      91
   83      93      85
   83      94     100
   83      95      30
   83      96      50
   83      97      16
   83      98      81
   83      99      48
   83     100      73
   84      85      66
   84      86       1
   84      87      94
   84      88      73
   84      89      62
   84      90      64
   84      91      33
   84      92      11
   84      93      23
   84      94      80
   84      95      49
   84      96      81
   84      97      53
   84      98      27
   84      99      78
   84     100      62
   85      86      29
   85      87      36
   85      88      52
   85      89      87
   85      90      57
   85      91      92
   85      92      75
   85      93      46
   85      94       1
   85      95      31
   85      96      74
   85      97       4
   85      98      65
   85      99      31
   85     100      64
   86      87      25
   86      88      64
   86      89      45
   86      90      22
   86      91      40
   86      92      62
   86      93      11
   86      94      38
   86      95      52
   86      96      28
   86      97      61
   86      98      64
   86      99      15
   86     100      21
   87      88      96
   87      89      73
   87      90      12
   87      91      62
   87      92      75
   87      93      73
   87      94      60
   87      95      51
   87      96      85
   87      97      26
   87      98      19
   87      99      80
   87     100      42
   88      89      66
   88      90      22
   88      91      85
   88      92      48
   88      93      32
   88      94      45
   88      95      36
   88      96      60
   88      97       4
   88      98      95
   88      99      61
   88     100      75
   89      90      83
   89      91      84
   89      92      35
   89      93      32
   89      94      30
   89      95      74
   89      96      60
   89      97      27
   89      98      83
   89      99      29
   89     100      62
   90      91       7
   90      92      58
   90      93      42
   90      94      62
   90      95      30
   90      96      25
   90      97      92
   90      98      35
   90      99      11
   90     100      17
   91      92      99
   91      93      52
   91      94      93
   91      95      17
   91      96      30
   91      97      37
   91      98      63
   91      99      72
   91     100      97
   92      93      98
   92      94      35
   92      95      22
   92      96      54
   92      97      92
   92      98      24
   92      99      59
   92     100      81
   93      94      97
   93      95      30
   93      96       5
   93      97      63
   93      98      50
   93      99      13
   93     100      95
   94      95      84
   94      96      30
   94      97      20
   94      98      42
   94      99       2
   94     100      42
   95      96      18
   95      97      73
   95      98       6
   95      99      81
   95     100       5
   96      97      60
   96      98       4
   96      99       9
   96     100      44
   97      98      99
   97      99      62
   97     100      33
   98      99       8
   98     100      98
   99     100      42
